0.019,0,1,1118,4814,1098,1098,55.9,0,0,20,10
0.021,0,1,1077,4613,1057,1057,53.85,0,1,20,10
0.009,0,1,1057,4514,1037,1037,52.85,0,2,20,10
0.018,1,2,1057,4493,1019,1017,51.95,1,3,20,10
0.014,1,2,1092,4625,1027,1025,52.35,1,4,20,10
0.012,0,1,1027,4350,1007,1007,51.35,0,5,20,10
0.021,0,1,1007,4257,987,987,50.35,0,6,20,10
0.031,0,1,987,4167,967,967,49.35,0,7,20,10
0.017,0,1,967,4078,947,947,48.35,0,8,20,10
0.018,0,1,947,3990,927,927,47.35,0,9,20,10
0.008,0,1,927,3902,907,907,46.35,0,10,20,10
0.012,0,1,907,3814,887,887,45.35,0,11,20,10
0.017,0,1,899,3776,879,879,44.95,0,12,20,10
0.016,0,1,914,3828,894,894,45.7,0,13,20,10
0.021,0,1,976,4088,956,956,48.8,0,14,20,10
0.031,0,1,1029,4323,1009,1009,51.45,0,15,20,10
0.004,0,1,1057,4452,1037,1037,52.85,0,16,20,10
0.016,1,2,1105,4647,1020,1017,52,1,17,20,10
0.016,2,4,1224,5156,1025,1023,52.25,2,18,20,10
0.016,1,2,1083,4535,1026,1026,52.3,1,19,20,10
0.016,1,2,1061,4441,1005,1005,51.25,1,20,20,10
0.032,2,4,1200,5037,1037,1035,52.85,2,21,20,10
0.019,2,4,1209,5073,1050,1048,53.5,2,22,20,10
0.016,2,4,1225,5145,1050,1048,53.5,3,23,20,10
0.015,2,4,1243,5221,1070,1068,54.5,3,24,20,10
0.016,1,2,1167,4916,1087,1087,55.35,1,25,20,10
0.016,0,1,1094,4609,1074,1074,54.7,0,26,20,10
0.015,1,2,1155,4863,1066,1064,54.3,1,27,20,10
0.037,2,4,1214,5098,1032,1031,52.6,2,28,20,10
0.033,2,4,1234,5207,1030,1030,52.5,2,29,20,10
0.023,3,6,1259,5300,1011,1010,51.55,3,30,20,10
0.018,2,4,1184,4976,1043,1042,53.15,2,31,20,10
0.016,0,1,1053,4444,1033,1033,52.65,0,32,20,10
0.032,2,4,1205,5059,1016,1013,51.8,2,33,20,10
0.016,1,2,1030,4335,972,968,49.6,1,34,20,10
0.016,1,2,1043,4390,972,970,49.6,1,35,20,10
0.015,1,2,1020,4295,948,946,48.4,1,36,20,10
0.012,1,2,993,4182,921,919,47.05,1,37,20,10
0.021,2,4,1127,4747,980,978,50,2,38,20,10
0.016,2,4,1100,4625,955,953,48.75,2,39,20,10
0.016,3,6,1273,5371,997,995,50.85,3,40,20,10
0.017,1,3,1244,5231,1037,1032,52.85,2,41,20,10
0.031,3,6,1490,6249,997,990,50.85,3,42,20,10
0.032,3,6,1252,5258,1003,999,51.15,3,43,20,10
0.03,2,4,1130,4754,984,981,50.2,2,44,20,10
