0.001,0,1,153,508,155,149,32,0,0,5,42
0.001,0,1,129,413,130,129,27,0,5,5,42
0.001,0,1,109,338,105,105,22,0,10,5,42
0.001,0,1,108,335,105,105,22,0,15,5,42
0.001,1,2,122,371,104,100,21.8,1,20,5,42
0.004,3,3,620,1906,-2,104,23.2,3,25,5,42
0.004,3,3,513,1558,-2,84,18.2,3,30,5,42
0.003,1,1,312,981,-2,88,19,1,35,5,42
0,0,1,111,350,114,110,23.8,0,40,5,42
0,0,1,129,411,134,131,27.8,0,45,5,42
0,0,1,106,337,109,106,22.8,0,50,5,42
0,1,2,121,374,111,105,23.2,1,55,5,42
0.001,2,4,167,519,99,96,20.8,2,60,5,42
0.001,1,2,196,598,127,120,26.4,1,65,5,42
0.001,1,2,137,425,102,98,21.4,1,70,5,42
0.001,1,2,138,423,125,117,26,1,75,5,42
0.001,0,1,94,291,100,95,21,0,80,5,42
0.001,0,1,75,229,75,74,16,0,85,5,42
0.003,1,1,169,494,-2,78,17.2,2,90,5,42
0.002,1,1,269,865,-2,84,18.4,3,95,5,42
