0.013,8,16,4896,16196,3600,3599,73,12,0,50,0
0.008,5,10,4386,14472,3550,3549,72,9,1,50,0
0.007,3,6,3845,12651,3500,3499,71,5,2,50,0
0.007,2,4,3765,12386,3451,3449,70.02,2,3,50,0
0.007,4,8,3997,13082,3401,3399,69.02,3,4,50,0
0.007,4,8,3946,12884,3351,3350,68.02,3,5,50,0
0.009,5,10,4029,13124,3302,3300,67.04,4,6,50,0
0.007,5,10,3959,12885,3252,3250,66.04,4,7,50,0
0.009,6,12,3971,12891,3237,3233,65.74,8,8,50,0
0.009,7,14,4020,13036,3189,3183,64.78,9,9,50,0
0.008,8,16,4253,13721,3170,3164,64.4,10,10,50,0
0.009,9,18,4309,13909,3122,3114,63.44,9,11,50,0
0.009,10,20,4440,14342,3136,3126,63.72,10,12,50,0
0.011,10,20,4385,14171,3110,3100,63.2,11,13,50,0
0.017,17,35,5356,17273,3063,3050,62.26,16,14,50,0
0.052,17,35,5483,17590,3088,3074,62.76,18,15,50,0
0.017,17,34,5376,17367,3078,3066,62.56,17,16,50,0
0.014,19,38,5534,17888,3049,3035,61.98,19,17,50,0
0.011,19,38,5481,17635,3020,3006,61.4,20,18,50,0
0.011,21,43,5860,18811,3024,3008,61.48,22,19,50,0
0.014,24,48,6255,19950,3006,2988,61.12,26,20,50,0
0.012,27,54,6921,21870,3014,2992,61.28,31,21,50,0
0.016,32,65,7621,23874,3029,3001,61.58,33,22,50,0
0.017,37,74,8713,26940,3021,2990,61.42,36,23,50,0
0.017,35,70,9283,28139,3006,2966,61.12,34,24,50,0
0.016,34,68,8828,27216,3055,3013,62.1,39,25,50,0
0.018,36,72,9561,29799,3050,3003,62,44,26,50,0
0.019,36,72,9914,30925,3025,2975,61.5,50,27,50,0
0.022,42,84,11081,34161,3019,2958,61.38,54,28,50,0
0.03,49,98,13621,41281,2991,2923,60.82,56,29,50,0
0.029,49,98,13568,40891,3017,2950,61.34,58,30,50,0
0.027,47,94,13971,41955,3035,2970,61.7,59,31,50,0
0.03,47,94,15716,46228,3036,2966,61.72,57,32,50,0
0.02,40,80,11253,34016,2993,2937,60.86,60,33,50,0
0.021,40,80,11674,35363,3048,2987,61.96,58,34,50,0
0.022,39,78,11659,35761,3032,2976,61.64,58,35,50,0
0.028,46,92,12150,37797,2995,2943,60.9,62,36,50,0
0.019,41,82,10778,33327,3026,2977,61.52,67,37,50,0
0.018,37,74,9836,30675,3019,2975,61.38,57,38,50,0
0.023,39,78,10043,31040,2973,2932,60.46,53,39,50,0
0.019,34,68,8797,27114,3054,3016,62.08,50,40,50,0
