0.003,0,1,80,262,77,77,26.6667,0,0,3,1775285247
0,0,1,77,250,74,74,25.6667,0,1,3,1775285247
0,0,1,74,238,71,71,24.6667,0,2,3,1775285247
0.001,0,1,71,226,68,68,23.6667,0,3,3,1775285247
0.001,0,1,68,214,65,65,22.6667,0,4,3,1775285247
0,0,1,65,202,62,62,21.6667,0,5,3,1775285247
0.001,0,1,62,190,59,59,20.6667,0,6,3,1775285247
0,0,1,59,180,56,56,19.6667,0,7,3,1775285247
0,0,1,56,170,53,53,18.6667,0,8,3,1775285247
0,0,1,53,160,50,50,17.6667,0,9,3,1775285247
0,0,1,50,150,47,47,16.6667,0,10,3,1775285247
0,0,1,47,140,44,44,15.6667,0,11,3,1775285247
0,0,1,44,130,41,41,14.6667,0,12,3,1775285247
0,0,1,41,120,38,38,13.6667,0,13,3,1775285247
0,0,1,38,111,35,35,12.6667,0,14,3,1775285247
0,0,1,35,102,32,32,11.6667,0,15,3,1775285247
0.001,0,1,32,93,29,29,10.6667,0,16,3,1775285247
0,1,2,75,228,52,51,18.3333,1,17,3,1775285247
0.001,1,2,71,216,49,48,17.3333,1,18,3,1775285247
0.001,1,2,67,204,46,45,16.3333,1,19,3,1775285247
0,1,2,63,192,43,42,15.3333,1,20,3,1775285247
0,1,2,95,299,76,75,26.3333,1,21,3,1775285247
0.001,1,2,91,287,73,72,25.3333,1,22,3,1775285247
0.001,1,2,87,275,70,69,24.3333,1,23,3,1775285247
0.001,1,2,83,262,67,66,23.3333,1,24,3,1775285247
0,1,2,79,249,64,63,22.3333,1,25,3,1775285247
0,1,2,75,236,61,60,21.3333,1,26,3,1775285247
0,0,1,61,196,58,58,20.3333,0,27,3,1775285247
0.002,0,1,58,186,55,55,19.3333,0,28,3,1775285247
0,0,1,55,174,52,52,18.3333,0,29,3,1775285247
0,0,1,52,165,49,49,17.3333,0,30,3,1775285247
0,0,1,49,156,46,46,16.3333,0,31,3,1775285247
0,0,1,46,145,43,43,15.3333,0,32,3,1775285247
0.001,0,1,43,134,40,40,14.3333,0,33,3,1775285247
0,0,1,40,125,37,37,13.3333,0,34,3,1775285247
0,0,1,37,116,34,34,12.3333,0,35,3,1775285247
0,0,1,34,105,31,31,11.3333,0,36,3,1775285247
0,0,1,46,140,43,43,15.3333,0,37,3,1775285247
0,0,1,43,131,40,40,14.3333,0,38,3,1775285247
0.001,0,1,40,122,37,37,13.3333,0,39,3,1775285247
0,0,1,37,111,34,34,12.3333,0,40,3,1775285247
0.001,0,1,34,101,31,31,11.3333,0,41,3,1775285247
0,0,1,43,130,40,40,14.3333,0,42,3,1775285247
0,0,1,40,120,37,37,13.3333,0,43,3,1775285247
0,0,1,37,110,34,34,12.3333,0,44,3,1775285247
0.001,0,1,34,100,31,31,11.3333,0,45,3,1775285247
0.001,0,1,31,92,28,28,10.3333,0,46,3,1775285247
0,0,1,28,82,25,25,9.33333,0,47,3,1775285247
0,0,1,25,71,22,22,8.33333,0,48,3,1775285247
0.001,0,1,22,61,19,19,7.33333,0,49,3,1775285247
0,0,1,19,52,16,16,6.33333,0,50,3,1775285247
0,0,1,16,42,13,13,5.33333,0,51,3,1775285247
0,0,1,39,120,36,36,13,0,52,3,1775285247
0,0,1,36,111,33,33,12,0,53,3,1775285247
0,0,1,49,155,46,46,16.3333,0,54,3,1775285247
0,0,1,46,146,43,43,15.3333,0,55,3,1775285247
0.001,0,1,43,137,40,40,14.3333,0,56,3,1775285247
0.001,0,1,55,179,52,52,18.3333,0,57,3,1775285247
0,0,1,52,170,49,49,17.3333,0,58,3,1775285247
0,0,1,49,160,46,46,16.3333,0,59,3,1775285247
0,0,1,46,152,43,43,15.3333,0,60,3,1775285247
0,0,1,43,142,40,40,14.3333,0,61,3,1775285247
0,0,1,40,131,37,37,13.3333,0,62,3,1775285247
0,0,1,37,120,34,34,12.3333,0,63,3,1775285247
0.001,0,1,34,111,31,31,11.3333,0,64,3,1775285247
0,0,1,31,99,28,28,10.3333,0,65,3,1775285247
0,0,1,28,87,25,25,9.33333,0,66,3,1775285247
0,0,1,25,76,22,22,8.33333,0,67,3,1775285247
0,0,1,22,67,19,19,7.33333,0,68,3,1775285247
0,0,1,19,56,16,16,6.33333,0,69,3,1775285247
0,0,1,44,140,41,41,14.6667,0,70,3,1775285247
0.001,0,1,41,130,38,38,13.6667,0,71,3,1775285247
0,0,1,43,138,40,40,14.3333,0,72,3,1775285247
