0.006,1,1,762,2554,-2,314,33.4,1,0,10,1779959010
0.005,1,2,524,1667,275,271,28.5,1,5,10,1779959010
0.002,1,2,254,800,229,224,23.9,1,10,10,1779959010
0.001,1,2,213,666,201,199,21.1,1,15,10,1779959010
0.003,0,1,203,626,204,201,21.4,0,20,10,1779959010
0.003,1,1,406,1264,-2,183,19.5,3,25,10,1779959010
0.002,1,1,334,992,-2,172,18.4,3,30,10,1779959010
0.001,1,2,201,625,193,186,20.3,1,35,10,1779959010
0.003,1,1,389,1199,-2,215,23.2,1,40,10,1779959010
0.005,1,1,424,1292,-2,208,22.3,3,45,10,1779959010
0.008,3,3,755,2377,-2,198,21.1,5,50,10,1779959010
0.005,1,1,359,1086,-2,232,24.6,6,55,10,1779959010
0.013,5,5,1352,4267,-2,218,23.7,8,60,10,1779959010
0.007,3,3,1061,3134,-2,232,25,6,65,10,1779959010
0.003,1,1,416,1302,-2,229,24.5,5,70,10,1779959010
0,0,0,1300,4169,-2,229,-1,2,75,10,1779959010
